decided_at,action,target,severity,confidence,automated,rationale
2026-06-03T04:47:56.041591Z,harden_filtered_port,127.0.0.1:4,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/4 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.041738Z,harden_filtered_port,127.0.0.1:5,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/5 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.041798Z,harden_filtered_port,127.0.0.1:6,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/6 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.041845Z,harden_filtered_port,127.0.0.1:7,high,0.8,False,"Policy permits only TCP/443. ECHO on TCP/7 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.041982Z,harden_filtered_port,127.0.0.1:8,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/8 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042038Z,harden_filtered_port,127.0.0.1:9,high,0.8,False,"Policy permits only TCP/443. DISCARD on TCP/9 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042161Z,harden_filtered_port,127.0.0.1:10,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/10 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042250Z,harden_filtered_port,127.0.0.1:11,high,0.8,False,"Policy permits only TCP/443. SYSTAT on TCP/11 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042345Z,harden_filtered_port,127.0.0.1:12,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/12 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042391Z,harden_filtered_port,127.0.0.1:13,high,0.8,False,"Policy permits only TCP/443. DAYTIME on TCP/13 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042439Z,harden_filtered_port,127.0.0.1:14,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/14 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042487Z,harden_filtered_port,127.0.0.1:15,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/15 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042786Z,harden_filtered_port,127.0.0.1:16,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/16 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042850Z,harden_filtered_port,127.0.0.1:17,high,0.8,False,"Policy permits only TCP/443. QOTD on TCP/17 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.042894Z,harden_filtered_port,127.0.0.1:18,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/18 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043016Z,harden_filtered_port,127.0.0.1:19,high,0.8,False,"Policy permits only TCP/443. CHARGEN on TCP/19 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043068Z,harden_filtered_port,127.0.0.1:20,high,0.8,False,"Policy permits only TCP/443. FTP-DATA on TCP/20 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043111Z,harden_filtered_port,127.0.0.1:21,high,0.8,False,Policy permits only TCP/443. FTP on TCP/21 is filtered: cleartext credentials & data exfiltration. Disable or replace with SFTP (port 22 inside a bastion) or FTPS over TLS 1.2+; block 21/tcp at the perimeter.
2026-06-03T04:47:56.043154Z,harden_filtered_port,127.0.0.1:22,high,0.8,False,Policy permits only TCP/443. SSH on TCP/22 is filtered: remote interactive shell. Restrict to bastion hosts behind a VPN; enforce key-based auth + hardware MFA; deny root login; fail2ban; audit authorized_keys.
2026-06-03T04:47:56.043193Z,harden_filtered_port,127.0.0.1:23,high,0.8,False,Policy permits only TCP/443. TELNET on TCP/23 is filtered: cleartext remote shell. Decommission entirely; replace with SSH; block 23/tcp at every boundary.
2026-06-03T04:47:56.043335Z,harden_filtered_port,127.0.0.1:24,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/24 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043396Z,harden_filtered_port,127.0.0.1:25,high,0.8,False,Policy permits only TCP/443. SMTP on TCP/25 is filtered: mail relay abuse. Require authentication and TLS; block 25/tcp inbound to non-MTA hosts; configure SPF/DKIM/DMARC.
2026-06-03T04:47:56.043442Z,harden_filtered_port,127.0.0.1:26,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/26 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043489Z,harden_filtered_port,127.0.0.1:27,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/27 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043534Z,harden_filtered_port,127.0.0.1:28,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/28 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043599Z,harden_filtered_port,127.0.0.1:29,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/29 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043732Z,harden_filtered_port,127.0.0.1:30,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/30 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043790Z,harden_filtered_port,127.0.0.1:31,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/31 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043839Z,harden_filtered_port,127.0.0.1:32,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/32 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.043897Z,harden_filtered_port,127.0.0.1:33,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/33 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044119Z,harden_filtered_port,127.0.0.1:34,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/34 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044232Z,harden_filtered_port,127.0.0.1:35,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/35 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044288Z,harden_filtered_port,127.0.0.1:36,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/36 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044422Z,harden_filtered_port,127.0.0.1:37,high,0.8,False,"Policy permits only TCP/443. TIME on TCP/37 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044486Z,harden_filtered_port,127.0.0.1:38,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/38 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044547Z,harden_filtered_port,127.0.0.1:39,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/39 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044609Z,harden_filtered_port,127.0.0.1:40,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/40 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044670Z,harden_filtered_port,127.0.0.1:41,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/41 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044814Z,harden_filtered_port,127.0.0.1:42,high,0.8,False,"Policy permits only TCP/443. NAMESERVER on TCP/42 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044933Z,harden_filtered_port,127.0.0.1:43,high,0.8,False,"Policy permits only TCP/443. NICNAME on TCP/43 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.044990Z,harden_filtered_port,127.0.0.1:44,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/44 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045146Z,harden_filtered_port,127.0.0.1:45,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/45 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045249Z,harden_filtered_port,127.0.0.1:46,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/46 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045321Z,harden_filtered_port,127.0.0.1:47,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/47 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045387Z,harden_filtered_port,127.0.0.1:48,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/48 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045445Z,harden_filtered_port,127.0.0.1:49,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/49 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045566Z,harden_filtered_port,127.0.0.1:50,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/50 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045620Z,harden_filtered_port,127.0.0.1:51,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/51 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045675Z,harden_filtered_port,127.0.0.1:52,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/52 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045761Z,harden_filtered_port,127.0.0.1:53,high,0.8,False,Policy permits only TCP/443. DNS on TCP/53 is filtered: DNS amplification & zone transfer. Disable recursion for external clients; restrict AXFR to trusted secondaries; enable DNSSEC; firewall 53/tcp inbound.
2026-06-03T04:47:56.045858Z,harden_filtered_port,127.0.0.1:54,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/54 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045914Z,harden_filtered_port,127.0.0.1:55,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/55 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.045958Z,harden_filtered_port,127.0.0.1:56,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/56 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046024Z,harden_filtered_port,127.0.0.1:57,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/57 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046069Z,harden_filtered_port,127.0.0.1:58,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/58 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046112Z,harden_filtered_port,127.0.0.1:59,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/59 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046304Z,harden_filtered_port,127.0.0.1:60,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/60 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046384Z,harden_filtered_port,127.0.0.1:61,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/61 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046431Z,harden_filtered_port,127.0.0.1:62,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/62 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046472Z,harden_filtered_port,127.0.0.1:63,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/63 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.046515Z,harden_filtered_port,127.0.0.1:64,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/64 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.047289Z,harden_filtered_port,127.0.0.1:65,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/65 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.047398Z,harden_filtered_port,127.0.0.1:66,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/66 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.047450Z,harden_filtered_port,127.0.0.1:67,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/67 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.047496Z,harden_filtered_port,127.0.0.1:68,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/68 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048102Z,harden_filtered_port,127.0.0.1:69,high,0.8,False,Policy permits only TCP/443. TFTP on TCP/69 is filtered: firmware/file theft. Disable on production hosts; restrict to isolated provisioning networks; rotate any leaked credentials.
2026-06-03T04:47:56.048420Z,harden_filtered_port,127.0.0.1:70,high,0.8,False,"Policy permits only TCP/443. GOPHER on TCP/70 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048511Z,harden_filtered_port,127.0.0.1:71,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/71 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048570Z,harden_filtered_port,127.0.0.1:72,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/72 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048621Z,harden_filtered_port,127.0.0.1:73,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/73 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048672Z,harden_filtered_port,127.0.0.1:74,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/74 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048722Z,harden_filtered_port,127.0.0.1:75,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/75 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048780Z,harden_filtered_port,127.0.0.1:76,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/76 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048836Z,harden_filtered_port,127.0.0.1:77,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/77 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048900Z,harden_filtered_port,127.0.0.1:78,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/78 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.048962Z,harden_filtered_port,127.0.0.1:79,high,0.8,False,"Policy permits only TCP/443. FINGER on TCP/79 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049026Z,harden_filtered_port,127.0.0.1:80,high,0.8,False,Policy permits only TCP/443. HTTP on TCP/80 is filtered: unencrypted web traffic. Redirect 301 → HTTPS; enable HSTS with preload; remove the HTTP listener entirely once HSTS is established.
2026-06-03T04:47:56.049086Z,harden_filtered_port,127.0.0.1:81,high,0.8,False,"Policy permits only TCP/443. HOSTS2-NS on TCP/81 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049155Z,harden_filtered_port,127.0.0.1:82,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/82 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049205Z,harden_filtered_port,127.0.0.1:83,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/83 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049272Z,harden_filtered_port,127.0.0.1:84,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/84 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049338Z,harden_filtered_port,127.0.0.1:85,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/85 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049398Z,harden_filtered_port,127.0.0.1:86,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/86 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049477Z,harden_filtered_port,127.0.0.1:87,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/87 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049532Z,harden_filtered_port,127.0.0.1:88,high,0.8,False,"Policy permits only TCP/443. KERBEROS on TCP/88 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049596Z,harden_filtered_port,127.0.0.1:89,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/89 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T04:47:56.049652Z,harden_filtered_port,127.0.0.1:90,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/90 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
